"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED","RACE.ebs","SCIENTIFIC.ebs","COMMON.ebs","ECOPATH_Num.ebs","ECOPATH_Name.ebs","EXPLORE_Name.ebs","RACE.goa","SCIENTIFIC.goa","COMMON.goa","ECOPATH_Num.goa","ECOPATH_Name.goa","RACE.ai","SCIENTIFIC.ai","COMMON.ai","ECOPATH_Num.ai","ECOPATH_Name.ai","PHYLUM_TAXON","CLASS_TAXON","ORDER_TAXON","FAMILY_TAXON","GENUS_TAXON","SPECIES_TAXON","NODC","RACE","NORPAC","NAME","IDLEVEL","MSVPA_PRED","MSVPA_PREY","ECOPATH_PRED","ECOPATH_PREY.x","GOAPOLL_PRED","GOAPOLL_PREY","BSIERP_PRED","BSIERP_PREY","NODC_CODE","BASE_NAME","LENFEST_NAME","WEBSITE_NAME","CRAB_TEAM","ECOPATH_PREY.y","EBS_CRAB","GOA_MED","HUDSON","EGOA","TROY","SSC_2023"
71899,"Plicifusus sp. A (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,71899,"Plicifusus sp. A (Clark and McLean)","(blank)",92,"Snails",NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Plicifusus","sp. A (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71915,"Neptunea sp. D (Clark and McLean)",NA,2006,71915,"(blank)","Neptunea sp. D (Clark & McLean)",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Neptunea","sp. D (McLean and Clark)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71916,"Neptunea alexeyevi","sinuous neptune",2006,71916,"(blank)","Neptunea sp. F (Clark & McLean)",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Neptunea","sp. F (McLean and Clark)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71917,"Neptunea sp. G (Clark and McLean)",NA,2006,71917,"Neptunea sp. G (Clark & McLean)","(blank)",96,"snails","Snails",NA,NA,NA,NA,NA,71917,"Neptunea sp. G (Clark and McLean)","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Neptunea","sp. G (McLean and Clark)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71925,"Colus sp. A (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Colus","sp. A  (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71926,"Colus sp. B (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Colus","sp. B  (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72024,"Antiplanes sp. A (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Turridae","Antiplanes","sp. A (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72026,"Rectiplanes sp. A (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Turridae","Rectiplanes","sp. A (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72030,"Suavodrillia kennicotti",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Conidae","Suavodrillia","kennicotti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72058,"Turridae","turrid snails",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Turridae",NA,NA,5106020000,72058,NA,"Turridae (snail) Turridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,5106020000,"Turridae (snail) Turridae","Gastropod","Gastropod","Gastropod","Snail","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
72064,"Epitonium sp.",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Epitoniidae","Epitonium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72066,"Epitonium indianorum",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Epitoniidae","Epitonium","indianorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72070,"Carinoturris fortis",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Turridae","Carinoturris","fortis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72071,"Acirsa sp. A (McLean and Clark)","Aleutian wentletrap",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Epitoniidae","Acirsa","sp. A (McLean and Clark)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72081,"Epitoneum indianorum","money wentletrap",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Epitoniidae","Nitidiscala","indianorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72104,"Propebela nobilis",NA,2006,72104,"Oenopota nobilis","",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Conidae","Oenopota","nobilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72105,"Propebela fidicula",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Conidae","Oenopota","fidicula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72130,"Mangelia carlottae",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72130,"Mangelia carlotta","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Conidae","Mangelia","carlotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72301,"Trichotropis sp. 1 (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Capulidae","Trichotropis","sp. 1 (Clark & McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72302,"Trichotropis borealis",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Capulidae","Trichotropis","borealis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72307,"Trichotropis conica",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Capulidae","Trichotropis","conica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72371,"Neoiphinoe permabilis",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Capulidae","Neoiphinoe","permabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72382,"Torellia lineata",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Capulidae","Torellia","lineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72386,"Scabrotrophon sp. A (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Scabrotrophon","sp. A (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72387,"Scabrotrophon sp. B (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Scabrotrophon","sp. B (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72388,"Scabrotrophon sp. C (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Scabrotrophon","sp. C (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72389,"Scabrotrophon sp. D (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Scabrotrophon","sp. D (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72390,"Scabrotrophon sp. E (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Scabrotrophon","sp. E (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72393,"Scabrotrophon maltzani",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Scabrotrophon","maltzani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72394,"Scabrotrophon clarki",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Scabrotrophon","clarki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72409,"Boreotrophon multicostatus","ribbed trophon",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72409,"Boreotrophon multicostatus","ribbed trophon",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Muricidae","Boreotrophon","multicostatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81921,"Nearchaster pedicellaris",NA,1999,NA,NA,NA,NA,NA,NA,81921,"Nearchaster pedicellaris","(blank)",89,"Sea stars",NA,NA,NA,NA,NA,"Echinodermata","Asteroidea","Notomyotida","Benthopectinidae","Nearchaster","pedicellaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82511,"Strongylocentrotus sp.",NA,1999,82511,"Strongylocentrotus sp.","(blank)",95,"urchins_dollars_cucs","Urchins dollars cucumbers",82511,"Strongylocentrotus sp.","(blank)",91,"Urchins dollars cucumbers",82511,"Strongylocentrotus sp.","",92,"Urchins dollars cucumbers","Echinodermata","Echinoidea","Echinoida","Strongylocentrotidae","Strongylocentrotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82522,"Strongylocentrotus polyacanthus",NA,1999,82522,"Strongylocentrotus polyacanthus","(blank)",95,"urchins_dollars_cucs","Urchins dollars cucumbers",82522,"Strongylocentrotus polyacanthus","(blank)",91,"Urchins dollars cucumbers",82522,"Strongylocentrotus polyacanthus","",92,"Urchins dollars cucumbers","Echinodermata","Echinoidea","Echinoida","Strongylocentrotidae","Strongylocentrotus","polyacanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83342,"Ophiacantha sp.",NA,1999,83342,"Ophiacantha sp.","Brittlestar genus",94,"brittle_stars","Brittle stars",83342,"Ophiacantha sp.","(blank)",90,"Brittle stars",83342,"Ophiacantha sp.","",91,"Brittle stars","Echinodermata","Ophiuroidea","Ophiurida","Ophiacanthidae","Ophiacantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85269,"Pannychia sp.",NA,1999,NA,NA,NA,NA,NA,NA,85269,"Pannychia sp.","(blank)",91,"Urchins dollars cucumbers",NA,NA,NA,NA,NA,"Echinodermata","Holothuroidea","Elasipodida","Laetmogonidae","Pannychia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91049,"Halichondria sp.",NA,1999,91049,"Halichondria sp.","(blank)",106,"sponges","Sponges",91049,"Halichondria sp.","(blank)",101,"Sponges",91049,"Halichondria sp.","",102,"Sponges","Porifera","Demospongiae","Halichondrida","Halichondriidae","Halichondria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91088,"Isodictya rigida","orange finger sponge",1999,NA,NA,NA,NA,NA,NA,91088,"Neoesperiopsis rigida","soft finger sponge",101,"Sponges",91088,"Isodictya rigida","soft finger sponge",102,"Sponges","Porifera","Demospongiae","Poecilosclerida","Isodictyidae","Isodictya","rigida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98220,"Botrylloides sp.",NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Ascidiacea","Pleurogona","Styelidae","Botrylloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99998,"Polychaete tubes",NA,1999,99998,"Polychaete tubes","(blank)",0,"tubes","Tubes",99998,"Polychaete tubes","(blank)",0,"Tubes",99998,"Polychaete tubes","",0,"Tubes","Annelida","Polychaeta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72764,"Bathybuccinum ovulum",NA,1999,NA,NA,NA,NA,NA,NA,72764,"Bathybuccinum ovulum","(blank)",92,"Snails",72764,"Bathybuccinum ovulum","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Bathybuccinum","ovulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81316,"Pteraster jordani",NA,1999,81316,"Pteraster jordani","",93,"sea_stars","Sea stars",81316,"Pteraster jordani","(blank)",89,"Sea stars",81316,"Pteraster jordani","",90,"Sea stars","Echinodermata","Asteroidea","Spinulosida","Pterasteridae","Pteraster","jordani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50001,"Annelida","worm unid.",1999,50001,"(blank)","worm unident.",108,"polychaetes","Polychaetes",50001,"(blank)","worm unid.",0,"worm unid.",50001,"Annelida","worm unid.",0,"worm unid.","Annelida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81312,"Pteraster temnochiton","cushion sea star",1999,81312,"cushion sea star","Pteraster temnochiton",93,"sea_stars","Sea stars",81312,"Pteraster temnochiton","cushion sea star",89,"Sea stars",81312,"Pteraster temnochiton","cushion sea star",90,"Sea stars","Echinodermata","Asteroidea","Spinulosida","Pterasteridae","Pteraster","temnochiton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85209,"Psolidae",NA,1999,NA,NA,NA,NA,NA,NA,85209,"Psolidae","(blank)",91,"Urchins dollars cucumbers",85209,"Psolidae","",92,"Urchins dollars cucumbers","Echinodermata","Holothuroidea","Dendrochirotida","Psolidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72515,"Tegula pulligo",NA,1999,NA,NA,NA,NA,NA,NA,72515,"Tegula pulligo","(blank)",92,"Snails",NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Tegula","pulligo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82761,"Florometra acririma",NA,1999,NA,NA,NA,NA,NA,NA,82761,"Florometra acririma","(blank)",91,"Urchins dollars cucumbers",NA,NA,NA,NA,NA,"Echinodermata","Crinoidea","Comatulida","Antedonidae","Florometra","acririma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92400,"Acoelida","acoel turbellarian",1999,NA,NA,NA,NA,NA,NA,92400,"Acoelida","acoel turbellarian",104,"Misc. worms ",NA,NA,NA,NA,NA,"Platyhelminthes","Turbellaria","Acoela",NA,"Acoelida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75606,"Hinnites sp.","rock scallops unid.",1999,NA,NA,NA,NA,NA,NA,75606,"Hinnites sp.","rock scallops unid.",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Ostreoida","Pectinidae","Hinnites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82771,"Florometra asperrima","common northern feather star",1999,NA,NA,NA,NA,NA,NA,82771,"Florometra asperrima","common northern feather star",91,"Urchins dollars cucumbers",82771,"Florometra asperrima","common northern feather star",92,"Urchins dollars cucumbers","Echinodermata","Crinoidea","Comatulida","Antedonidae","Florometra","asperrima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69318,"Phyllolithodes papillosus","flatspine triangle crab",1999,NA,NA,NA,NA,NA,NA,69318,"Phyllolithodes papillosus","flatspine triangle crab",86,"Misc. crabs",69318,"Phyllolithodes papillosus","flatspine triangle crab",87,"Misc. crabs","Arthropoda","Malacostraca","Decapoda","Lithodidae","Phyllolithodes","papillosus",5001131000,69318,1,"Phyllodoce sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001131000,"Phyllodoce sp. (polychaete)","Phyllodocidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
109,"Eptatretus sp.",NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Myxini","Myxiniformes","Myxinidae","Eptatretus",NA,8606010100,109,1,"Eptatretus sp.",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH",8606010100,"Eptatretus sp.","Hagfish","Misc Non-teleost fish","Misc Non-teleost fish","Prickle squish round","Forage.fish","Shelf.forage","fish_other","Shelf_demersals","fish_other","fish_other"
421,"Beringraja binoculata egg case","big skate egg case",1999,421,"(blank)","Raja binoculata egg case",57,"oth_skate","Other skates",421,"Raja binoculata egg case","(blank)",51,"Big skate",NA,NA,NA,NA,NA,"Chordata","Chondrichthyes","Rajiformes","Rajidae","Beringraja","binoculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,"Bathyraja trachura egg case","roughtail skate egg case",1999,NA,NA,NA,NA,NA,NA,461,"Bathyraja trachura egg case","(blank)",49,"Other skates",NA,NA,NA,NA,NA,"Chordata","Chondrichthyes","Rajiformes","Rajidae","Bathyraja","trachura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20908,"Dicrolene sp.",NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Dicrolene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21598,"Pseudoscopelus sp.",NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Chiasmodontidae","Pseudoscopelus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22242,"Paraliparis rosaceus","rosy snailfish",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Paraliparis","rosaceus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23943,"Benthodesmus sp.",NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Trichiuridae","Benthodesmus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43004,"Paraphelliactis pabista",NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Paraphelliactis","pabista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43005,"Actinernus sp.",NA,1999,NA,NA,NA,NA,NA,NA,43005,"Actinernus sp.","(blank)",96,"Anemones",NA,NA,NA,NA,NA,"Cnidaria","Anthozoa","Actiniaria","Actinernidae","Actinernus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43006,NA,"purple striated sea anemone",1999,NA,NA,NA,NA,NA,NA,43006,"(blank)","purple striated sea anemone",96,"Anemones",43006,"(blank)","purple striated sea anemone",97,"Anemones","Cnidaria","Anthozoa","Actiniaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43007,NA,"red striated sea anemone",1999,43007,"(blank)","red striated sea anemone",101,"anemones","Anemones",43007,"(blank)","red striated sea anemone",96,"Anemones",43007,"(blank)","red striated sea anemone",97,"Anemones","Cnidaria","Anthozoa","Actiniaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43032,"Stomphia coccinea","swimming anemone",1999,43032,"Stomphia coccinea","swimming anemone",101,"anemones","Anemones",43032,"Stomphia coccinea","swimming anemone",96,"Anemones",43032,"Stomphia coccinea","swimming anemone",97,"Anemones","Cnidaria","Anthozoa","Actiniaria","Actinostolidae","Stomphia","coccinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43041,"Urticina coriacea","leathery anemone",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cnidaria","Anthozoa","Actiniaria","Actiniidae","Urticina","coriacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43100,"Actinostolidae",NA,1999,43100,"Actinostolidae","(blank)",102,"corals","Corals",43100,"Actinostolidae","(blank)",96,"Anemones",43100,"Actinostolidae","",97,"Anemones","Cnidaria","Anthozoa","Actiniaria","Actinostolidae",NA,NA,3760020000,43100,1,"Actinostolidae (anemone)",0,NA,"MISC. PREY","Anemones","Anemones",NA,"EPIFAUNA",NA,"EPIFAUNA",3760020000,"Actinostolidae (anemone)","Anthozoa","Cnidaria","Other","Anemones","Epifauna","Structural.epifauna","benthos","Sessile_epifauna","benthos","benthos"
